PID	Sample_run	chr	LTR	provirus_orientation	bp_pseudo3LTR
PT1	PT1_Y11.4	chr3	5LTR	-	196805652
PT1	PT1_Y11.4	chr3	3LTR	-	196805652
PT1	PT1_Y11.4	chr4	5LTR	+	348186
PT1	PT1_Y11.4	chr4	5LTR	+	928788
PT1	PT1_Y11.4	chr4	3LTR	+	1319252
PT1	PT1_Y11.4	chr4	5LTR	+	2000347
PT1	PT1_Y4.8	chr4	3LTR	-	24550456
PT1	PT1_Y0.2	chr4	3LTR	-	25842215
PT1	PT1_Y11.4	chr4	5LTR	+	27421755
PT1	PT1_Y11.4	chr4	3LTR	-	39731056
PT1	PT1_Y11.4	chr4	3LTR	+	39875950
PT1	PT1_Y0.2	chr4	5LTR	+	42006195
PT1	PT1_Y11.4	chr4	3LTR	+	48176597
PT1	PT1_Y11.4	chr4	3LTR	-	48613270
PT1	PT1_Y11.4	chr4	3LTR	-	48613271
PT1	PT1_Y0.2	chr4	5LTR	-	78737281
PT1	PT1_Y0.2	chr4	3LTR	+	79720629
PT1	PT1_Y0.2	chr4	3LTR	+	82411700
PT1	PT1_Y0.2	chr4	3LTR	+	84147160
PT1	PT1_Y11.4	chr4	3LTR	-	103728896
PT1	PT1_Y11.4	chr4	3LTR	+	104785620
PT1	PT1_Y0.2	chr4	5LTR	-	107146594
PT1	PT1_Y0.2	chr4	5LTR	-	107146594
PT1	PT1_Y0.2	chr4	5LTR	-	107146594
PT1	PT1_Y0.2	chr4	5LTR	+	109010813
PT1	PT1_Y11.4	chr4	3LTR	-	113175851
PT1	PT1_Y11.4	chr4	3LTR	-	113175851
PT1	PT1_Y11.4	chr4	3LTR	-	113175851
PT1	PT1_Y11.4	chr4	3LTR	-	113175851
PT1	PT1_Y11.4	chr4	3LTR	-	123819447
PT1	PT1_Y11.4	chr4	5LTR	-	147352144
PT1	PT1_Y4.8	chr4	3LTR	+	147393213
PT1	PT1_Y11.4	chr4	5LTR	+	148642310
PT1	PT1_Y11.4	chr4	3LTR	+	148852044
PT1	PT1_Y11.4	chr4	5LTR	-	151248182
PT1	PT1_Y0.2	chr4	5LTR	+	153257937
PT1	PT1_Y0.2	chr4	3LTR	-	153449909
PT1	PT1_Y4.8	chr4	5LTR	-	154399679
PT1	PT1_Y11.4	chr4	3LTR	+	154453089
PT1	PT1_Y11.4	chr5	3LTR	+	9319640
PT1	PT1_Y11.4	chr5	5LTR	+	31138107
PT1	PT1_Y11.4	chr5	5LTR	-	31553953
PT1	PT1_Y11.4	chr5	3LTR	-	31553953
PT1	PT1_Y0.2	chr5	5LTR	+	39079216
PT1	PT1_Y0.2	chr5	5LTR	-	39167111
PT1	PT1_Y0.2	chr5	5LTR	-	39167111
PT1	PT1_Y0.2	chr5	5LTR	-	39167111
PT1	PT1_Y0.2	chr5	5LTR	-	39167111
PT1	PT1_Y0.2	chr5	3LTR	-	39167111
PT1	PT1_Y0.2	chr5	3LTR	-	39167111
PT1	PT1_Y11.4	chr5	3LTR	+	40254713
PT1	PT1_Y11.4	chr5	5LTR	-	49964706
PT1	PT1_Y0.2	chr5	5LTR	-	50035002
PT1	PT1_Y11.4	chr5	5LTR	-	50035002
PT1	PT1_Y11.4	chr5	5LTR	-	50035002
PT1	PT1_Y11.4	chr5	5LTR	-	50035002
PT1	PT1_Y4.8	chr5	5LTR	-	50035002
PT1	PT1_Y11.4	chr5	3LTR	-	55271643
PT1	PT1_Y11.4	chr5	3LTR	-	59447100
PT1	PT1_Y11.4	chr5	3LTR	-	61733172
PT1	PT1_Y11.4	chr5	3LTR	+	68203406
PT1	PT1_Y11.4	chr5	5LTR	+	68203406
PT1	PT1_Y11.4	chr5	5LTR	+	77523828
PT1	PT1_Y11.4	chr5	5LTR	+	78920150
PT1	PT1_Y11.4	chr5	3LTR	+	78949174
PT1	PT1_Y11.4	chr5	3LTR	-	79532851
PT1	PT1_Y0.2	chr5	3LTR	-	79770868
PT1	PT1_Y11.4	chr5	3LTR	-	79993939
PT1	PT1_Y11.4	chr5	3LTR	+	80066395
PT1	PT1_Y0.2	chr5	3LTR	+	90673903
PT1	PT1_Y11.4	chr5	3LTR	-	93416284
PT1	PT1_Y11.4	chr5	3LTR	+	94877080
PT1	PT1_Y11.4	chr5	3LTR	+	94877080
PT1	PT1_Y11.4	chr5	3LTR	+	94877080
PT1	PT1_Y11.4	chr5	5LTR	-	98213753
PT1	PT1_Y0.2	chr5	3LTR	+	109702534
PT1	PT1_Y11.4	chr5	5LTR	-	118684128
PT1	PT1_Y11.4	chr5	5LTR	+	130686449
PT1	PT1_Y11.4	chr5	5LTR	+	130695902
PT1	PT1_Y11.4	chr5	3LTR	-	130826440
PT1	PT1_Y11.4	chr5	3LTR	-	131929290
PT1	PT1_Y11.4	chr5	3LTR	-	131929290
PT1	PT1_Y11.4	chr5	5LTR	-	132391448
PT1	PT1_Y11.4	chr5	3LTR	-	132391448
PT1	PT1_Y11.4	chr5	3LTR	-	133708703
PT1	PT1_Y11.4	chr5	3LTR	-	133708703
PT1	PT1_Y11.4	chr5	3LTR	+	135512657
PT1	PT1_Y0.2	chr5	3LTR	+	139853110
PT1	PT1_Y11.4	chr5	3LTR	+	142773615
PT1	PT1_Y11.4	chr5	5LTR	+	142773615
PT1	PT1_Y0.2	chr5	3LTR	+	156705202
PT1	PT1_Y11.4	chr5	5LTR	+	162896981
PT1	PT1_Y11.4	chr5	5LTR	+	162896981
PT1	PT1_Y0.2	chr5	5LTR	+	176580379
PT1	PT1_Y11.4	chr5	3LTR	+	176621515
PT1	PT1_Y11.4	chr5	3LTR	+	176621515
PT1	PT1_Y11.4	chr5	3LTR	-	176708256
PT1	PT1_Y11.4	chr5	3LTR	-	176708256
PT1	PT1_Y11.4	chr5	5LTR	-	178246398
PT1	PT1_Y11.4	chr5	5LTR	+	179135417
PT1	PT1_Y0.2	chr5	3LTR	+	180401789
PT1	PT1_Y11.4	chr5	5LTR	+	180401789
PT1	PT1_Y11.4	chr5	5LTR	-	180682940
PT1	PT1_Y0.2	chr6	3LTR	+	618335
PT1	PT1_Y0.2	chr6	3LTR	-	5549091
PT1	PT1_Y11.4	chr6	3LTR	-	12097611
PT1	PT1_Y11.4	chr6	3LTR	-	12097612
PT1	PT1_Y11.4	chr6	3LTR	+	14693616
PT1	PT1_Y11.4	chr6	5LTR	-	17654159
PT1	PT1_Y4.8	chr6	5LTR	+	17713350
PT1	PT1_Y11.4	chr6	3LTR	+	20565473
PT1	PT1_Y11.4	chr6	5LTR	-	20704413
PT1	PT1_Y11.4	chr6	5LTR	-	20704413
PT1	PT1_Y0.2	chr6	5LTR	+	24861526
PT1	PT1_Y11.4	chr6	5LTR	-	25456566
PT1	PT1_Y11.4	chr6	5LTR	-	25456567
PT1	PT1_Y4.8	chr6	3LTR	+	25980295
PT1	PT1_Y11.4	chr6	3LTR	+	26129407
PT1	PT1_Y11.4	chr6	3LTR	+	26229180
PT1	PT1_Y0.2	chr6	3LTR	-	26408131
PT1	PT1_Y11.4	chr6	3LTR	-	26446751
PT1	PT1_Y0.2	chr6	3LTR	-	26524397
PT1	PT1_Y11.4	chr6	5LTR	-	27682327
PT1	PT1_Y11.4	chr6	3LTR	+	27796637
PT1	PT1_Y11.4	chr6	3LTR	+	29866707
PT1	PT1_Y11.4	chr6	3LTR	-	29986861
PT1	PT1_Y11.4	chr6	3LTR	-	29990060
PT1	PT1_Y11.4	chr6	3LTR	-	30526518
PT1	PT1_Y11.4	chr6	3LTR	-	30526518
PT1	PT1_Y11.4	chr6	3LTR	+	30548932
PT1	PT1_Y11.4	chr6	5LTR	-	31131656
PT1	PT1_Y11.4	chr6	3LTR	-	31131656
PT1	PT1_Y11.4	chr6	5LTR	-	31327204
PT1	PT1_Y11.4	chr6	3LTR	-	31537625
PT1	PT1_Y0.2	chr6	3LTR	-	31700469
PT1	PT1_Y11.4	chr6	3LTR	+	32867472
PT1	PT1_Y11.4	chr6	3LTR	-	33278341
PT1	PT1_Y11.4	chr6	5LTR	-	34304897
PT1	PT1_Y11.4	chr6	3LTR	-	34647892
PT1	PT1_Y0.2	chr6	3LTR	-	34653953
PT1	PT1_Y0.2	chr6	5LTR	-	35553071
PT1	PT1_Y11.4	chr6	3LTR	-	35567456
PT1	PT1_Y11.4	chr6	3LTR	-	35567457
PT1	PT1_Y11.4	chr6	3LTR	-	35626433
PT1	PT1_Y11.4	chr6	3LTR	+	36851286
PT1	PT1_Y11.4	chr6	3LTR	-	36851286
PT1	PT1_Y11.4	chr6	3LTR	+	37432600
PT1	PT1_Y11.4	chr6	5LTR	-	38207629
PT1	PT1_Y11.4	chr6	3LTR	-	38543424
PT1	PT1_Y11.4	chr6	3LTR	-	38543425
PT1	PT1_Y11.4	chr6	3LTR	-	38543425
PT1	PT1_Y11.4	chr6	3LTR	-	38543425
PT1	PT1_Y11.4	chr6	3LTR	-	38543425
PT1	PT1_Y0.2	chr6	3LTR	+	41960772
PT1	PT1_Y11.4	chr6	3LTR	-	42756261
PT1	PT1_Y0.2	chr6	5LTR	-	90563739
PT1	PT1_Y11.4	chr6	5LTR	-	90720842
PT1	PT1_Y11.4	chr6	5LTR	-	90720842
PT1	PT1_Y11.4	chr6	5LTR	-	90721872
PT1	PT1_Y11.4	chr6	5LTR	-	90721872
PT1	PT1_Y11.4	chr6	5LTR	-	90725892
PT1	PT1_Y11.4	chr6	5LTR	-	90725892
PT1	PT1_Y11.4	chr6	3LTR	-	90726875
PT1	PT1_Y11.4	chr6	5LTR	-	90730830
PT1	PT1_Y11.4	chr6	3LTR	-	90744822
PT1	PT1_Y11.4	chr6	5LTR	-	90745663
PT1	PT1_Y11.4	chr6	5LTR	-	90745663
PT1	PT1_Y11.4	chr6	3LTR	-	90745663
PT1	PT1_Y11.4	chr6	5LTR	-	90750362
PT1	PT1_Y11.4	chr6	5LTR	-	90750362
PT1	PT1_Y11.4	chr6	5LTR	-	90750365
PT1	PT1_Y11.4	chr6	5LTR	-	90759962
PT1	PT1_Y11.4	chr6	5LTR	-	90783866
PT1	PT1_Y11.4	chr6	5LTR	-	90785962
PT1	PT1_Y11.4	chr6	5LTR	-	90786243
PT1	PT1_Y11.4	chr6	3LTR	-	90800858
PT1	PT1_Y11.4	chr6	5LTR	-	90804099
PT1	PT1_Y11.4	chr6	3LTR	-	90804099
PT1	PT1_Y11.4	chr6	3LTR	-	90804099
PT1	PT1_Y0.2	chr6	3LTR	-	90899777
PT1	PT1_Y11.4	chr6	3LTR	+	101249946
PT1	PT1_Y11.4	chr6	3LTR	+	110261318
PT1	PT1_Y11.4	chr6	5LTR	-	110972532
PT1	PT1_Y11.4	chr6	3LTR	+	119176174
PT1	PT1_Y11.4	chr6	3LTR	+	119199418
PT1	PT1_Y0.2	chr6	3LTR	+	126222556
PT1	PT1_Y11.4	chr6	5LTR	-	129952125
PT1	PT1_Y11.4	chr6	5LTR	+	129958010
PT1	PT1_Y11.4	chr6	3LTR	-	131375756
PT1	PT1_Y11.4	chr6	3LTR	+	135365969
PT1	PT1_Y0.2	chr6	5LTR	-	137069802
PT1	PT1_Y11.4	chr6	5LTR	+	144651568
PT1	PT1_Y11.4	chr6	3LTR	+	150015152
PT1	PT1_Y11.4	chr6	5LTR	-	150093287
PT1	PT1_Y0.2	chr6	5LTR	-	158655712
PT1	PT1_Y11.4	chr6	5LTR	-	164435296
PT1	PT1_Y11.4	chr6	5LTR	-	165681829
PT1	PT1_Y11.4	chr6	3LTR	-	167387798
PT1	PT1_Y11.4	chr6	5LTR	+	170891487
PT1	PT1_Y11.4	chr6	5LTR	+	170891487
PT1	PT1_Y11.4	chr7	5LTR	-	2454313
PT1	PT1_Y0.2	chr7	3LTR	+	7624684
PT1	PT1_Y11.4	chr7	3LTR	-	7787147
PT1	PT1_Y11.4	chr7	3LTR	+	11184354
PT1	PT1_Y11.4	chr7	5LTR	+	13960839
PT1	PT1_Y11.4	chr7	5LTR	+	17880671
PT1	PT1_Y0.2	chr7	3LTR	+	17898509
PT1	PT1_Y11.4	chr7	3LTR	+	24858410
PT1	PT1_Y11.4	chr7	5LTR	+	24858410
PT1	PT1_Y11.4	chr7	5LTR	+	24871164
PT1	PT1_Y11.4	chr7	5LTR	-	24990855
PT1	PT1_Y11.4	chr7	3LTR	-	30349446
PT1	PT1_Y11.4	chr7	3LTR	-	30359729
PT1	PT1_Y0.2	chr7	5LTR	-	33074794
PT1	PT1_Y0.2	chr7	3LTR	-	33074794
PT1	PT1_Y0.2	chr7	3LTR	-	33074794
PT1	PT1_Y0.2	chr7	3LTR	-	33074794
PT1	PT1_Y0.2	chr7	3LTR	-	33074794
PT1	PT1_Y11.4	chr7	5LTR	+	33230226
PT1	PT1_Y11.4	chr7	3LTR	-	43715751
PT1	PT1_Y11.4	chr7	5LTR	+	44661917
PT1	PT1_Y11.4	chr7	5LTR	+	44661917
PT1	PT1_Y11.4	chr7	3LTR	-	44868581
PT1	PT1_Y11.4	chr7	3LTR	-	44868581
PT1	PT1_Y11.4	chr7	3LTR	+	45101685
PT1	PT1_Y0.2	chr7	3LTR	-	50336516
PT1	PT1_Y11.4	chr7	3LTR	+	64464932
PT1	PT1_Y0.2	chr7	3LTR	+	72955698
PT1	PT1_Y11.4	chr7	5LTR	+	73239748
PT1	PT1_Y0.2	chr7	3LTR	-	77537588
PT1	PT1_Y11.4	chr7	3LTR	-	87599365
PT1	PT1_Y11.4	chr7	3LTR	-	92307560
PT1	PT1_Y0.2	chr7	3LTR	+	92382425
PT1	PT1_Y0.2	chr7	3LTR	+	92382425
PT1	PT1_Y0.2	chr7	5LTR	+	92382425
PT1	PT1_Y0.2	chr7	5LTR	+	92382425
PT1	PT1_Y11.4	chr7	3LTR	-	97087869
PT1	PT1_Y4.8	chr7	3LTR	-	98504670
PT1	PT1_Y11.4	chr7	5LTR	-	98946277
PT1	PT1_Y11.4	chr7	5LTR	-	99161199
PT1	PT1_Y11.4	chr7	5LTR	-	99618357
PT1	PT1_Y11.4	chr7	5LTR	-	99618357
PT1	PT1_Y11.4	chr7	3LTR	-	99918523
PT1	PT1_Y0.2	chr7	5LTR	+	104666376
PT1	PT1_Y11.4	chr7	3LTR	+	104723884
PT1	PT1_Y11.4	chr7	3LTR	+	104723884
PT1	PT1_Y11.4	chr7	3LTR	+	104723884
PT1	PT1_Y11.4	chr7	5LTR	+	104723884
PT1	PT1_Y0.2	chr7	3LTR	+	105717174
PT1	PT1_Y4.8	chr7	3LTR	+	107182849
PT1	PT1_Y11.4	chr7	5LTR	+	107182849
PT1	PT1_Y11.4	chr7	3LTR	+	115861303
PT1	PT1_Y0.2	chr7	3LTR	-	127011534
PT1	PT1_Y0.2	chr7	3LTR	-	129456358
PT1	PT1_Y11.4	chr7	5LTR	+	129497483
PT1	PT1_Y11.4	chr7	3LTR	+	129586454
PT1	PT1_Y11.4	chr7	3LTR	+	129586454
PT1	PT1_Y11.4	chr7	3LTR	+	129586454
PT1	PT1_Y11.4	chr7	5LTR	+	129586454
PT1	PT1_Y11.4	chr7	5LTR	+	129586454
PT1	PT1_Y11.4	chr7	5LTR	+	129586454
PT1	PT1_Y11.4	chr7	5LTR	-	139295573
PT1	PT1_Y4.8	chr7	3LTR	+	139756502
PT1	PT1_Y4.8	chr7	3LTR	+	139756502
PT1	PT1_Y11.4	chr7	3LTR	-	140465262
PT1	PT1_Y11.4	chr7	3LTR	-	146686373
PT1	PT1_Y11.4	chr7	5LTR	+	150181551
PT1	PT1_Y11.4	chr7	3LTR	+	150318109
PT1	PT1_Y11.4	chr7	3LTR	+	150318109
PT1	PT1_Y11.4	chr7	3LTR	+	150318109
PT1	PT1_Y4.8	chr7	3LTR	+	150318109
PT1	PT1_Y4.8	chr7	3LTR	+	150318109
PT1	PT1_Y11.4	chr7	5LTR	+	150318113
PT1	PT1_Y11.4	chr7	5LTR	+	152103525
PT1	PT1_Y4.8	chr8	3LTR	+	17802161
PT1	PT1_Y0.2	chr8	5LTR	-	17806298
PT1	PT1_Y0.2	chr8	5LTR	+	23264245
PT1	PT1_Y11.4	chr8	5LTR	-	33379351
PT1	PT1_Y11.4	chr8	5LTR	-	38173023
PT1	PT1_Y11.4	chr8	5LTR	+	41856274
PT1	PT1_Y0.2	chr8	5LTR	-	60017181
PT1	PT1_Y0.2	chr8	3LTR	-	61594573
PT1	PT1_Y4.8	chr8	3LTR	-	61594573
PT1	PT1_Y11.4	chr8	3LTR	-	61831254
PT1	PT1_Y11.4	chr8	5LTR	-	66636827
PT1	PT1_Y0.2	chr8	5LTR	+	66720962
PT1	PT1_Y11.4	chr8	5LTR	+	68139972
PT1	PT1_Y11.4	chr8	3LTR	-	78575844
PT1	PT1_Y0.2	chr8	5LTR	+	82438539
PT1	PT1_Y11.4	chr8	3LTR	+	99748934
PT1	PT1_Y11.4	chr8	5LTR	-	103397214
PT1	PT1_Y4.8	chr8	3LTR	-	105558404
PT1	PT1_Y11.4	chr8	3LTR	-	116270149
PT1	PT1_Y11.4	chr8	3LTR	+	117680357
PT1	PT1_Y11.4	chr8	5LTR	-	124547911
PT1	PT1_Y0.2	chr8	3LTR	+	126012090
PT1	PT1_Y11.4	chr8	3LTR	+	126012090
PT1	PT1_Y11.4	chr8	5LTR	-	129655369
PT1	PT1_Y0.2	chr8	3LTR	+	133794159
PT1	PT1_Y11.4	chr8	5LTR	-	133795826
PT1	PT1_Y11.4	chr8	5LTR	+	141386021
PT1	PT1_Y11.4	chr8	3LTR	+	141435876
PT1	PT1_Y11.4	chr8	3LTR	+	145264509
PT1	PT1_Y11.4	chr8	3LTR	-	145552800
PT1	PT1_Y0.2	chr8	5LTR	-	145746371
PT1	PT1_Y11.4	chr8	5LTR	-	145746807
PT1	PT1_Y11.4	chr8	5LTR	-	145746808
PT1	PT1_Y0.2	chr8	3LTR	+	145989631
PT1	PT1_Y11.4	chr8	3LTR	-	146170620
PT1	PT1_Y4.8	chr8	3LTR	-	146170620
PT1	PT1_Y0.2	chr9	3LTR	-	225382
PT1	PT1_Y11.4	chr9	3LTR	+	5029630
PT1	PT1_Y0.2	chr9	5LTR	-	6001941
PT1	PT1_Y0.2	chr9	3LTR	-	6001941
PT1	PT1_Y0.2	chr9	3LTR	-	6001941
PT1	PT1_Y0.2	chr9	3LTR	-	6001941
PT1	PT1_Y0.2	chr9	3LTR	-	6001941
PT1	PT1_Y11.4	chr9	3LTR	+	11500435
PT1	PT1_Y11.4	chr9	3LTR	+	33021631
PT1	PT1_Y11.4	chr9	3LTR	-	34203615
PT1	PT1_Y0.2	chr9	5LTR	-	36195215
PT1	PT1_Y11.4	chr9	3LTR	+	36377049
PT1	PT1_Y11.4	chr9	5LTR	+	44839980
PT1	PT1_Y11.4	chr9	3LTR	+	77998950
PT1	PT1_Y11.4	chr9	5LTR	+	77998950
PT1	PT1_Y11.4	chr9	3LTR	-	78746298
PT1	PT1_Y11.4	chr9	5LTR	-	92684321
PT1	PT1_Y0.2	chr9	3LTR	+	94025834
PT1	PT1_Y11.4	chr9	3LTR	-	96219534
PT1	PT1_Y11.4	chr9	3LTR	+	98655543
PT1	PT1_Y11.4	chr9	5LTR	-	99234071
PT1	PT1_Y11.4	chr9	3LTR	-	115012006
PT1	PT1_Y11.4	chr9	3LTR	-	128427322
PT1	PT1_Y11.4	chr9	3LTR	+	128634321
PT1	PT1_Y0.2	chr9	3LTR	-	130342689
PT1	PT1_Y11.4	chr9	3LTR	-	130827432
PT1	PT1_Y11.4	chr9	3LTR	-	130827432
PT1	PT1_Y11.4	chr9	3LTR	-	130827432
PT1	PT1_Y11.4	chr9	3LTR	-	130827432
PT1	PT1_Y11.4	chr9	3LTR	+	131320636
PT1	PT1_Y11.4	chr9	3LTR	+	131673742
PT1	PT1_Y11.4	chr9	3LTR	-	131718700
PT1	PT1_Y11.4	chr9	3LTR	-	131718700
PT1	PT1_Y11.4	chr9	5LTR	-	132698162
PT1	PT1_Y11.4	chr9	3LTR	+	132776347
PT1	PT1_Y11.4	chr9	3LTR	+	132776347
PT1	PT1_Y11.4	chr9	5LTR	+	132776347
PT1	PT1_Y11.4	chr9	5LTR	-	132777706
PT1	PT1_Y11.4	chr9	5LTR	-	133706178
PT1	PT1_Y11.4	chr9	3LTR	-	133706178
PT1	PT1_Y11.4	chr9	5LTR	+	134337508
PT1	PT1_Y11.4	chr9	3LTR	+	134935914
PT1	PT1_Y11.4	chr9	3LTR	+	134935914
PT1	PT1_Y11.4	chr9	5LTR	+	139709745
PT1	PT1_Y11.4	chr9	5LTR	+	139709745
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	5LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrUn	3LTR	-	140143
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	5LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	-	13041032
PT1	PT1_Y11.4	chrX	3LTR	+	15747958
PT1	PT1_Y11.4	chrX	3LTR	+	15858834
PT1	PT1_Y0.2	chrX	3LTR	+	20206997
PT1	PT1_Y0.2	chrX	5LTR	+	30868529
PT1	PT1_Y11.4	chrX	3LTR	+	39836132
PT1	PT1_Y11.4	chrX	5LTR	+	39836132
PT1	PT1_Y11.4	chrX	3LTR	+	41663816
PT1	PT1_Y4.8	chrX	5LTR	-	44881227
PT1	PT1_Y11.4	chrX	5LTR	+	53721622
PT1	PT1_Y11.4	chrX	5LTR	+	74679953
PT1	PT1_Y11.4	chrX	3LTR	-	76645307
PT1	PT1_Y11.4	chrX	3LTR	+	78350639
PT1	PT1_Y11.4	chrX	3LTR	-	78396521
PT1	PT1_Y11.4	chrX	3LTR	+	117558931
PT1	PT1_Y11.4	chrX	3LTR	+	123105625
PT1	PT1_Y11.4	chrX	5LTR	-	123182588
